,0
296,121566.89479009724
297,156461.40982486238
298,175612.52104225327
299,180558.2788559176
300,153610.78678812954
301,178293.3471431604
302,169997.95611374205
303,121134.79700105547
304,182989.84006965838
305,194266.6515947719
306,241538.04963356725
307,150723.61349533495
308,183759.0486236795
309,143495.28737318618
310,131175.14365738945
311,142963.75689304655
312,138158.22824842413
313,167126.17215496517
314,143275.18845376224
315,113034.42750567521
316,112715.98711975428
317,134589.71727961843
318,95344.92251539667
319,184801.46241293097
320,133353.11501848
321,84297.12194319225
322,145080.7404019973
323,118199.90442402853
324,129081.70021801062
325,137810.49446749687
326,182806.3851424679
327,109932.66451593499
328,98594.55516436705
329,55394.20294185549
330,186675.08991612282
331,166386.23527594112
332,125271.60523590028
333,137030.8201941756
334,136464.32727481594
335,127698.89153071833
336,128017.99290046356
337,131127.52536749592
338,110612.86217997182
339,128197.30769816821
340,125910.04978676538
341,138778.5864655227
342,149092.07269426185
343,134879.86828581477
344,141901.03201599277
345,137467.86534702248
346,142757.81280928722
347,110545.18334432691
348,121527.36582571529
349,142595.51816547982
350,97886.017620741
351,84379.05294209332
352,136462.52364600584
353,93319.52151798851
354,81075.72791053934
355,100813.90477169742
356,119319.7795057868
357,162243.7629388224
358,143514.52395581914
359,78337.12090394301
360,104253.34734811401
361,153714.65637681136
362,36939.051064538566
363,141182.17576140334
364,133821.52721028973
365,98531.48801940179
366,104556.40341706801
367,126924.3484996525
368,158565.25634762947
369,128624.75346327195
370,177386.24658972063
371,125308.15505148572
372,126526.10535547286
373,139095.7747560374
374,138497.24553733948
375,129907.87509142794
376,116109.57725829848
377,131818.51676365323
378,114467.45962801989
379,183016.393315345
380,164179.11725890197
381,112429.16966374445
382,137192.2426622738
383,135427.63982223303
384,140871.9470259872
385,143161.9112452322
386,139695.04933090456
387,52814.03794490533
388,107531.29687926683
389,127595.06244253367
390,157269.99965092383
391,140167.42036063486
392,142571.0877427961
393,168117.58707459836
394,151693.3795975513
395,225469.66003963986
396,182622.84857384968
397,135777.79258986126
398,111640.14108961045
399,161011.58617075757
400,111013.02750265787
401,230079.26409327734
402,230079.26409327734
403,230079.26409327734
404,319146.8991239206
405,343153.3231139133
406,232036.647373236
407,314402.86852643307
408,207634.87290222434
409,234105.3673056449
410,224198.79413324257
411,165875.7663898686
412,231857.8280021786
413,143572.76951445398
414,196449.71512072414
415,201648.74081424225
416,210006.48921326658
417,201866.36368857865
418,122888.39188991959
419,141135.22273577616
420,238776.79309995036
421,253188.89171415928
422,190063.48490544158
423,206054.43441125742
424,247884.77465467586
425,307843.0436160202
426,209843.23681012925
427,273301.2081385795
428,161532.22626506703
429,129166.70807080469
430,155180.7625651355
431,103980.56839742567
432,128084.6864527835
433,135213.47589862352
434,142146.22798706082
435,123430.80986347178
436,113000.67706597876
437,119951.8316822131
438,171693.45627277024
439,134169.38674671866
440,142633.40664930647
441,122987.11603620322
442,224878.5918184204
443,136918.8718670027
444,207488.92916441167
445,160428.43332262145
446,185065.03670796484
447,124702.24586065812
448,126369.06300955429
449,133255.46792897422
450,196499.06578322378
451,317811.48979596025
452,148624.79106058084
453,66132.14875075723
454,309688.25914082513
455,62587.99038296881
456,241245.6278391749
457,132014.7237334769
458,178306.00551943344
459,165320.255169872
460,406146.1613042287
461,317747.8910851215
462,235033.6656498952
463,238390.29130669194
464,202931.5603000197
465,405004.408048325
466,137510.7291944348
467,142036.28194467525
468,122821.80228741725
469,141806.7389106384
470,144579.54667353022
471,145558.13176967273
472,183700.55955360984
473,176278.6174848262
474,169529.41131293698
475,179178.9680105796
476,174808.58784608857
477,166579.07293368105
478,266560.5476873502
479,178967.979956164
480,178278.27200507734
481,186836.99871082266
482,214659.94202636724
483,337047.4112533226
484,377808.3378568442
485,124627.31814158754
486,327628.3633904533
487,169664.08624979618
488,255462.66647148883
489,183680.65781941
490,264325.04069334187
491,230686.64789272935
492,184342.53559635385
493,199543.48975507473
494,143038.66541218472
495,293401.9692651121
496,169030.71833517816
497,310892.1433512797
498,157091.96076843338
499,117597.16644575872
500,126967.2334318386
501,92129.83419996664
502,102947.22143543411
503,111032.59793483863
504,153175.72439536641
505,150649.59681300417
506,276657.70883664873
507,453760.715206272
508,388096.82013908133
509,468496.2377247957
510,446334.73713012715
511,379079.6091179298
512,260937.83997447664
513,324277.2880304906
514,429368.5767124251
515,265440.942913356
516,364953.46376004827
517,365058.8471137969
518,358101.3439435467
519,193722.93940092038
520,348512.9373191196
521,232425.90713061945
522,208375.10585906354
523,180114.55892335318
524,221375.7850858178
525,225163.4439868224
526,181809.79807103696
527,171917.67400013751
528,188029.46526408588
529,215251.75889074538
530,230430.8477519637
531,207456.76987191796
532,163515.34770362015
533,236485.96056794925
534,190127.86525205095
535,260728.32094402885
536,313561.0388829145
537,338556.4799740039
538,252439.8850834477
539,299926.7324080881
540,270929.646837758
541,248204.3485282255
542,270216.8908583663
543,276922.3883509849
544,230603.03255210744
545,208930.2653429647
546,244312.1033007781
547,194766.94872027053
548,193631.58786495353
549,184765.4535430552
550,138176.77708450588
551,170120.75207227972
552,170270.92266117065
553,179897.47644853638
554,177795.08458776074
555,197613.08227070823
556,183003.18248119348
557,132332.58432756932
558,125913.520233791
559,119903.1057159053
560,112942.0071295568
561,172369.42293718172
562,143733.4493073076
563,257973.5100855544
564,382125.8885748463
565,175486.9175796194
566,158634.73774079088
567,167593.47041046747
568,181771.1669504086
569,295099.2663864849
570,245176.2551024469
571,275125.3352724216
572,285050.58394775004
573,172302.26500555608
574,209249.3134025238
575,207586.37229100708
576,209853.71941236657
577,307927.8130128109
578,202985.2489655431
579,289820.0027788124
580,249481.23579572214
581,204182.3311550434
582,162110.5669172627
583,174544.34725646445
584,223692.44968639262
585,143444.07401009122
586,148828.58113348912
587,126707.883117535
588,125718.59056016826
589,175483.82894815298
590,88604.54295102113
591,127768.89761853227
592,146628.5761030935
593,78830.39528961564
594,173060.40297569166
595,151426.48579480208
596,117931.0692552628
597,222796.7687433856
598,131217.22503047687
599,171422.69794276883
600,190392.06113988897
601,128456.34896459704
602,120656.41175354234
603,133358.64261150215
604,114029.0492210005
605,168592.00589181684
606,114735.12727914983
607,135198.59066157957
608,96412.10053390915
609,104845.68401038396
610,100931.96983506285
611,145920.16558698553
612,142084.97716493506
613,203215.12969608267
614,140451.74124073554
615,127426.26338956613
616,161072.40634953475
617,127145.25516559144
618,140255.03320319593
619,134524.60126048623
620,126511.60925978687
621,139118.89972196994
622,138181.61202117585
623,117038.17892837108
624,130074.29045087771
625,139443.73260121702
626,136472.9820486372
627,105914.41044060064
628,77157.54189064968
629,152224.59888499993
630,119968.15966490145
631,122914.06978383375
632,153939.2598792151
633,130728.16445105929
634,155909.62744218373
635,79219.97402436454
636,108195.78301642163
637,138061.39428181108
638,59416.6406263604
639,98610.83965295517
640,143381.17403165338
641,139109.19752303304
642,95209.26050390532
643,116192.64262624165
644,128743.87323543779
645,74225.44838235718
646,254099.35675290044
647,125481.24919937502
648,118138.09625848944
649,116967.20599701704
650,168911.33411170545
651,127694.91999437712
652,125601.57947817902
653,114282.13032694212
654,170428.0986225973
655,125322.23679500699
656,151948.68609394715
657,118943.9745739337
658,116927.77667740479
659,123204.907411642
660,146997.62686546688
661,108216.52333414773
662,115053.9598163448
663,173016.99858351113
664,114649.39861023598
665,134139.5898075615
666,164131.09091980167
667,155309.3609384583
668,122081.94028268766
669,147997.47498328376
670,173248.55710174484
671,113069.30090240204
672,124271.25895285932
673,139960.58669917745
674,104477.37112170772
675,118231.33168235728
676,126310.98766251987
677,136992.98794175152
678,146268.17459698435
679,145104.97293885055
680,145559.95142122614
681,125442.9287827185
682,142501.04846683424
683,112852.36528948206
684,133300.02361286033
685,173153.86623888023
686,155606.6339581481
687,136135.11866182607
688,143369.24565333803
689,225862.92170498095
690,109635.7983835289
691,162201.91144849057
692,167242.30997538357
693,101975.7380381733
694,137602.98429096193
695,277393.7358667854
696,243122.88507129566
697,211093.14522540025
698,196575.41717003638
699,166404.2161108244
700,245122.18126157322
701,302307.1004734231
702,368392.9197358314
703,239288.81298049857
704,201015.63004419953
705,149345.60483542646
706,216089.347139474
707,208864.07713904756
708,185499.91543990557
709,216873.50052699426
710,148514.18586436284
711,146581.62818606893
712,155532.08281419234
713,241771.26773149616
714,302623.03174611815
715,313409.47848830814
716,248056.26169616164
717,210340.77323380788
718,142153.3790838706
719,211250.21839436013
720,189744.69334896072
721,235569.33143423495
722,193541.62917516823
723,130384.92646934984
724,125495.85645386748
725,151495.21486350836
726,154959.1661759923
727,156080.08326964913
728,205202.02861088625
729,86974.93207092863
730,77790.96151496419
731,91817.64350158443
732,115916.33894285478
733,125966.45744702159
734,108608.84444406883
735,130583.1941531254
736,137162.02649429644
737,182526.96581918726
738,211127.02800122293
739,119734.53744721494
740,129134.7464929636
741,194062.11864060274
742,118417.88225302694
743,161390.04771648505
744,104444.80131968542
745,133492.70485009713
746,225482.9623496186
747,253377.1048842038
748,167768.96381321977
749,123279.04692223725
750,120529.23537263577
751,123470.1840332545
752,104433.71893554096
753,133082.05872384127
754,97851.13130479626
755,147435.50294525313
756,88915.30833607077
757,128347.6995049587
758,119408.43630304761
759,79483.3489067262
760,310329.10356622766
761,284498.7145752135
762,304824.05049435585
763,214315.17464117942
764,127602.0209798185
765,166413.54845694616
766,209823.4503058215
767,258320.35898569738
768,238302.2762940422
769,167191.33891440887
770,203064.92807439942
771,167117.8615345048
772,158709.2997503704
773,244788.56860562784
774,212086.00006320534
775,291419.05520846165
776,377146.0890855318
777,199095.60061940234
778,118036.22560843722
779,155454.16537442312
780,134538.9982490379
781,133088.6652076457
782,144052.98928495526
783,109639.35186711136
784,93941.28909587277
785,144618.01775481566
786,133103.5017860154
787,122926.68649530497
788,128841.99873303702
789,135865.02454045892
790,78567.07216659198
791,182430.4445521709
792,162718.03907824177
793,172888.92945541046
794,197857.13088758764
795,157039.4847644257
796,227846.26707720628
797,162863.56921334428
798,173661.20452696248
799,163271.163214481
800,174051.19227687898
801,206325.4651818916
802,349805.9069843198
803,381004.1623783777
804,149676.36031624413
805,306541.8623779852
806,328121.63849014713
807,399198.6155098642
808,162060.96173559647
809,166517.67845997115
810,234987.54004944707
811,190230.8430686388
812,157487.19990193943
813,176683.30848036995
814,174789.80000400823
815,190034.32964741977
816,204512.05949302678
817,143912.5179815388
818,128677.25142010697
819,117944.61058048034
820,172603.78455510826
821,187345.78144726425
822,104952.8780135015
823,128166.11423136646
824,154929.7747251308
825,131606.7159663235
826,359216.9919231355
827,261571.51078973647
828,361079.0433869837
829,483469.4713073593
830,323336.2962168296
831,431932.3850350289
832,489852.0029999201
833,400848.2650866571
834,403633.5757263063
835,282747.85692705284
836,295546.269401499
837,336158.32414476114
838,405447.53395851783
839,330063.9928013431
840,278208.1322229014
841,247232.04664213053
842,268218.3768033531
843,253220.57004251768
844,195016.91589643704
845,195016.91589643704
846,204988.55740802534
847,232354.54233513377
848,286021.31755259086
849,205601.69164716694
850,218691.38725236448
851,167965.71886699586
852,169487.44583258984
853,174117.01182953903
854,170662.3753006249
855,193438.1901993527
856,180875.3484270567
857,167094.8046841833
858,162910.03989764198
859,184301.46432452527
860,248027.4472871764
861,185373.60720571256
862,164811.6115876217
863,170228.70266481308
864,219484.85183567874
865,154544.18162919005
866,206296.29859405273
867,208297.22986096103
868,196587.96636761798
869,179544.53055870233
870,385892.88185003167
871,413458.6636564125
872,326410.214243711
873,248646.7081412042
874,271142.02083501266
875,304464.99606969976
876,207104.68881167163
877,270381.8314317459
878,222498.14039542555
879,373323.80537579476
880,245750.0716163765
881,242331.63278093797
882,230892.93563006684
883,211089.67063714398
884,251338.97535143018
885,205536.0921388216
886,189174.4644228815
887,215908.27084990247
888,174955.93506413425
889,278031.44634771295
890,259788.5874180281
891,256250.15674406366
892,269685.4646661499
893,123362.3562032938
894,146284.5674000206
895,166760.97433978727
896,203219.9588392673
897,177284.60111622923
898,121366.96208835323
899,120938.66482352835
900,149657.91415985912
901,281761.9728420802
902,129958.129870156
903,168253.47632011157
904,235299.6949575196
905,198190.73219670486
906,246610.27900575666
907,222031.9364879432
908,236785.3062273136
909,184897.3811529749
910,169555.61654212023
911,185253.41129967518
912,269845.34017458156
913,260132.81970286253
914,243974.1478287071
915,305596.0963178495
916,311081.3056848794
917,150156.33372757284
918,201836.83717078765
919,141570.4216461446
920,155756.07535476694
921,201261.71010802063
922,215421.6667075761
923,259602.03079606663
924,161969.7388415457
925,133477.41490552877
926,135234.86427454202
927,117721.32405748547
928,134457.91540845123
929,141395.85452320706
930,125140.98612337123
931,123998.20501974969
932,166791.30852181057
933,132676.67517607973
934,215810.20855849964
935,142571.2422369469
936,231720.56167110446
937,117788.5280808103
938,97832.59678590059
939,55153.02456881107
940,122465.52595326563
941,136858.31766151887
942,128170.9576279291
943,157838.819110701
944,157114.40031752415
945,132945.93924625154
946,125698.01777883767
947,136718.64225446098
948,134867.2396512667
949,166734.7913558433
950,119595.25415079994
951,149767.4891692838
952,133689.52653590805
953,150992.5287512077
954,136137.81921383203
955,125145.49372311606
956,137988.43361972753
957,124960.18330678793
958,124578.8759201241
959,115944.0775365161
960,146467.5356233271
961,114592.24298416765
962,132092.75125461858
963,159721.3325292008
964,209863.20755143196
965,134448.867333544
966,122000.18531828506
967,152715.17614210641
968,126191.69823269293
969,134143.9757162593
970,108160.39100507685
971,141055.44381312325
972,143760.767614817
973,140238.69478114432
974,148222.02769594727
975,94888.65757792229
976,110958.06471784493
977,124337.12626700605
978,109252.36139143138
979,123871.18377706208
980,128597.25314438061
981,113344.97408720537
982,150340.41237695416
983,130125.63887647918
984,79145.47137922223
985,122986.47641916978
986,221218.51920431716
987,159587.64370269378
988,100044.89318652709
989,154495.1883849642
990,126548.6556115547
991,238919.38042898424
992,85514.11901515002
993,105921.32716426246
994,126385.34310682246
995,133557.82950245086
996,112014.60619944187
997,116612.9373316757
998,118931.34410306136
999,137630.5933950516
1000,132822.28793314952
1001,139846.1272695242
1002,121665.95820680095
1003,200831.11037008237
1004,130486.03752332172
1005,105820.08258652815
1006,141820.2027628989
1007,76321.57269936314
1008,74300.66271878568
1009,186323.15133636433
1010,204303.49331686756
1011,169751.419908228
1012,135040.41153408767
1013,84909.55501460448
1014,263907.42780114815
1015,108337.332152203
1016,127706.24206984253
1017,166417.8259778674
1018,104887.74445526846
1019,124749.48626683501
1020,118053.38090905934
1021,133495.60452049086
1022,112209.60190008483
1023,122377.63622305504
1024,131562.5270836862
1025,149679.9654952514
1026,173850.29914159438
1027,149650.65403818042
1028,147995.13635970265
1029,138800.35652369275
1030,101650.8832664319
1031,153539.40868428082
1032,135028.51731123595
1033,147834.93022011887
1034,104222.51826488454
1035,244830.46169679612
1036,156211.17979754793
1037,116565.84037840311
1038,81290.41781704883
1039,155038.33586663706
1040,139530.53832277376
1041,154570.7872373521
1042,98624.80098380783
1043,166855.02923113326
1044,217779.28675560092
1045,251447.56955041148
1046,301425.0138454476
1047,251447.56955041148
1048,216992.34870780708
1049,222576.7817849596
1050,178961.98631403453
1051,202667.38160247193
1052,225546.2882508237
1053,263723.26822533284
1054,151495.7569369191
1055,173257.0544117593
1056,139399.3423642838
1057,135497.65241234563
1058,206241.2885798843
1059,217225.4128586197
1060,183601.7938668323
1061,223582.56489846553
1062,125057.01427500995
1063,134617.4026171491
1064,147092.55184210758
1065,139933.4134855716
1066,115106.10915348829
1067,127876.86399551564
1068,140108.69760752417
1069,120708.46445861815
1070,220090.9665426568
1071,233757.63202936843
1072,199073.103959085
1073,216047.65382079
1074,325677.0508638044
1075,237480.58827470845
1076,221239.58836204503
1077,180126.0625880937
1078,188934.69094599152
1079,179584.42375345013
1080,177942.8954880352
1081,163846.5531731219
1082,122948.58815201529
1083,127294.44444610219
1084,123355.70090947024
1085,149763.92399754786
1086,160444.770321621
1087,150737.45148862567
1088,178768.5032362384
1089,190648.429159164
1090,153017.5994662031
1091,133844.33256854073
1092,86335.64451795688
1093,127853.70016679371
1094,116320.16865843769
1095,95456.90206192779
1096,116121.6417577998
1097,170488.4969723046
1098,111571.34819460026
1099,141824.06069430042
1100,125360.33450980991
1101,134510.94289467225
1102,142465.1706489789
1103,199961.09585003013
1104,130806.38240706285
1105,141578.70286475294
1106,117630.21792868528
1107,166613.3052306637
1108,184779.17871019416
1109,117069.49840067167
1110,164704.66249903163
1111,169850.05743903096
1112,194553.0643649746
1113,225943.85523287256
1114,129278.15467196799
1115,139692.2096965494
1116,132000.51444819386
1117,98350.35874343639
1118,63471.83499462927
1119,135263.94987478
1120,126033.20679954987
1121,125429.30704259132
1122,273225.7105237135
1123,166602.33880750928
1124,182074.3987565376
1125,214864.51272740384
1126,201883.88153902302
1127,137687.7937986395
1128,148667.72166081905
1129,227441.31389556755
1130,223780.68677056674
1131,203843.02207545037
1132,213026.44106631674
1133,183357.92886599168
1134,201553.78191237582
1135,310626.3907855721
1136,178610.17202526738
1137,293197.23933015065
1138,328012.6699372029
1139,161358.60860050726
1140,145509.11139058357
1141,87313.27713606633
1142,89033.3275719641
1143,76517.56982483246
1144,90609.19070640864
1145,156376.23173393568
1146,200541.36137512632
1147,190547.30276548574
1148,162663.13675807105
1149,103676.67562172202
1150,124485.27918885832
1151,152034.3138943865
1152,122114.15285897916
1153,127912.20711349227
1154,153717.8291563919
1155,131122.89476470556
1156,171348.92245421663
1157,226726.63791791326
1158,195070.89340150513
1159,185791.56550562548
1160,177003.23083950856
1161,183106.34272497654
1162,244970.479666579
1163,326240.5009553378
1164,290674.1168432995
1165,167332.22296366334
1166,172770.36130643974
1167,364454.76619998424
1168,465549.3440963257
1169,306325.6583321281
1170,471477.21660297975
1171,414045.1071092434
1172,311855.3437611235
1173,417197.9757213319
1174,156630.1363390313
1175,187974.67506636423
1176,159447.67273785357
1177,260345.55071875924
1178,176936.0266599067
1179,143376.76775315547
1180,113237.16756301741
1181,189940.76310176915
1182,116508.82720361877
1183,143889.0952701019
1184,110036.07246222196
1185,88812.37422896059
1186,96632.8047224516
1187,140592.6621633157
1188,156837.6980099061
1189,156711.13335575451
1190,150026.55343584658
1191,441682.6594212619
1192,246874.30018259975
1193,241730.1825076356
1194,368408.68299997615
1195,288769.66392523196
1196,346184.34972704115
1197,277595.9435406667
1198,281631.49231712194
1199,368417.74038759316
1200,344181.9443404602
1201,341930.1311932942
1202,283860.6494464139
1203,290747.8113300308
1204,337391.5122808921
1205,285330.7573491625
1206,167989.92661122233
1207,168069.4918680056
1208,168640.7486991813
1209,273106.53855531535
1210,168069.4918680056
1211,208595.77948077762
1212,218973.7138134218
1213,219716.1690411706
1214,163892.26278828527
1215,184686.96600090992
1216,186867.17737980364
1217,260065.3572421032
1218,270169.18809682544
1219,298757.30945440766
1220,411494.96540767374
1221,308238.8445822635
1222,512133.47805458476
1223,331289.64623759175
1224,341156.846043127
1225,250960.8557284103
1226,295065.6510862604
1227,213524.31296573812
1228,200278.98319697726
1229,488230.59271078533
1230,195869.71151107494
1231,130766.23632179937
1232,200643.54970854826
1233,130775.10166869352
1234,190787.38807726096
1235,177346.6038114152
1236,203654.52359295852
1237,179155.35117340056
1238,175750.46344714574
1239,151700.35619178222
1240,160989.94244206513
1241,120714.39030405384
1242,135742.43918524822
1243,143867.59476675332
1244,120840.25351122656
1245,120961.33988723898
1246,135920.73986457448
1247,132605.74023496453
1248,109476.28928403994
1249,129175.2235482923
1250,258092.63333123125
1251,377830.08927043993
1252,167037.71179300328
1253,152145.5774024761
1254,170830.00286401281
1255,147684.88542042213
1256,169817.96753167297
1257,226298.98620387452
1258,153659.32700099496
1259,174449.16368447835
1260,133491.287237409
1261,150090.87197083313
1262,152226.92365175547
1263,127839.93446794178
1264,131574.95242472662
1265,145608.47819485565
1266,206720.7885247657
1267,180538.33240790144
1268,147253.5580692633
1269,151719.99946816996
1270,112379.14835205201
1271,131072.97340742694
1272,172682.45443711622
1273,166703.80933741134
1274,130079.77676334672
1275,145694.4119075099
1276,116852.11665309672
1277,136161.28961788642
1278,158701.74692492676
1279,148902.0421098515
1280,135453.2339169586
1281,161517.23647781476
1282,149838.86994405958
1283,150237.61423981245
1284,143376.8876173686
1285,122617.61567114734
1286,160895.69629887352
1287,139977.6838438484
1288,124791.56139615178
1289,137932.80476641352
1290,111679.45682173138
1291,231519.34380066575
1292,144414.7854726118
1293,226515.3115258964
1294,136550.80121628655
1295,105147.24710747125
1296,69134.05317828317
1297,113153.88488994897
1298,155958.21187934588
1299,104419.19674518867
1300,133607.78342798297
1301,135264.206585106
1302,210081.39086247544
1303,143854.25720006405
1304,304200.47034323926
1305,139094.84330780452
1306,91023.23426739438
1307,134243.7224633309
1308,121716.72926759058
1309,153988.1528786343
1310,120266.09823791201
1311,117232.13871268023
1312,179229.5818687926
1313,151595.76984984812
1314,134756.84055448978
1315,136270.39731722558
1316,136304.52565661762
1317,121896.58902400493
1318,140380.24024715688
1319,101163.08798686239
1320,98269.75695024939
1321,91076.68431431871
1322,82480.0946113248
1323,136005.3538598494
1324,136811.74718705
1325,77068.03145134552
1326,125337.6274900497
1327,71986.87058481439
1328,201988.8715524541
1329,115104.36019616731
1330,122374.76856082238
1331,77497.13254755152
1332,175305.49767730548
1333,95359.5578729627
1334,135142.70962371244
1335,86786.90018270933
1336,208603.83199956903
1337,87572.75049645909
1338,144693.83793607928
1339,77582.43772254209
1340,112414.98186289649
1341,132671.77206097063
1342,156860.74173961085
1343,140572.11979360992
1344,120899.9816830637
1345,81017.03833206545
1346,156078.00899151605
1347,146893.20553141998
1348,130890.77763459041
1349,138631.6004551308
1350,157548.9375208652
1351,149526.9451710807
1352,141288.97289328798
1353,132490.09401659697
1354,104861.61953757901
1355,252331.24418063188
1356,139032.40412998298
1357,137679.51693479484
1358,168385.39313391907
1359,133311.4138506549
1360,111295.1262290082
1361,191356.65771735596
1362,284401.0157816614
1363,168760.62953146972
1364,139218.36149689442
1365,139638.70486171343
1366,142599.68999715618
